name,brand_category,product_category,created,last_active,last_onboarding_step,saw_discovery,address_country
Jagsyn,,,2018-05-16,2018-10-25,2,false,United States
Simply 7 Snacks,/food and drink/food,Food & Beverage,2018-05-16,2018-10-23,1,false,United States
Biomarker,,Health & Medical,2018-05-16,2018-05-16,3,false,United States
,,,2018-05-17,2018-05-17,1,false,
nike,,Apparel & Jewelry,2018-05-17,2018-05-17,3,false,United Kingdom
,,,2018-05-18,2018-05-22,2,false,
,,,2018-05-18,2018-06-04,1,false,
KIRM WORLD COMMUNICATION,,Commercial  & Professional Services,2018-05-19,2018-05-19,2,false,Uganda
Daggers Basketball,,Sport & Fitness Centers,2018-05-19,2018-07-27,3,false,United States
AAU Basketball,,,2018-05-20,2018-05-20,1,false,
,,,2018-05-20,2018-05-20,1,false,
Lotus Beachwear,/style and fashion/swimwear,Apparel & Jewelry,2018-05-20,2018-05-20,3,false,United States
H77,,Marketing,2018-05-20,2018-05-20,2,false,United States
,,,2018-05-21,2018-05-21,1,false,
fitto,,,2018-05-21,2018-05-21,2,false,Israel
,,,2018-05-21,2018-05-24,2,false,
Technical point,,Technology Hardware & Equipment,2018-05-22,2018-05-22,2,false,India
MAVA,/style and fashion/clothing/leggings,Health & Medical,2018-05-22,2019-06-07,2,false,United States
,,,2018-05-22,2018-05-22,2,false,
Johnny's Chop Shop male grooming products,/style and fashion/beauty/hair care,Personal Care,2018-05-22,2018-06-15,3,false,
,,,2018-05-22,2018-05-22,0,false,
,,,2018-05-22,2018-05-22,1,false,
,,,2018-05-22,2018-06-07,2,false,
,,,2018-05-23,2018-06-01,2,false,
,,,2018-05-23,2018-05-23,1,false,
,,,2018-05-23,2018-06-01,1,false,
,,,2018-05-24,2018-05-24,2,false,
CUP-O Protein,,Food & Beverage,2018-05-24,2018-05-24,2,false,United States
,,,2018-05-24,2018-11-27,2,false,
Kassmo Products,,Retailing,2018-05-24,2018-05-24,1,false,
,,,2018-05-24,2018-12-04,2,false,
,,,2018-05-24,2018-05-24,1,false,
StarduskWeb,,Software & Services,2018-05-25,2018-05-25,1,false,
Boosters Zone,,Marketing,2018-05-25,2018-05-26,3,false,United States
,,,2018-05-25,2019-07-26,2,false,
,,,2018-05-25,2018-05-25,1,false,
Brāv Online Conflict Management,/law govt and politics,Personal Care,2018-05-25,2018-05-25,3,false,
Emblem Athletic,,,2018-05-25,2018-07-24,1,false,United States
,,,2018-05-25,2018-05-25,2,false,United States
,,,2018-05-25,2018-05-25,2,false,
Vineyard Sun,,Apparel & Jewelry,2018-05-25,2018-07-18,3,false,United States
Ganjah Guru,,Consumer Services,2018-05-25,2018-05-27,3,false,
,,,2018-05-25,2018-10-30,2,false,
Houston Plans and permits,,Commercial  & Professional Services,2018-05-25,2018-05-25,3,false,United States
,,,2018-05-25,2018-12-10,2,false,
,,,2018-05-25,2018-05-25,1,false,
Lenica Research Group,,Technology Hardware & Equipment,2018-05-25,2019-07-04,3,false,Canada
Healthcare Cleaning Services of America LLC,,Commercial  & Professional Services,2018-05-25,2018-05-26,3,false,
Social Media Solutions For Doctors,,Health & Medical,2018-05-25,2018-05-26,2,false,
,,,2018-05-25,2018-05-25,2,false,
,,,2018-05-25,2018-05-25,1,false,
,,,2018-05-26,2018-05-28,1,false,
,,,2018-05-26,2018-05-26,2,false,
,,,2018-05-26,2018-05-26,2,false,
,,,2018-05-26,2018-06-01,2,false,
,,,2018-05-26,2018-11-02,2,false,
Wicked Paint,/style and fashion/body art,Art,2018-05-26,2018-05-26,3,false,United States
Siduna,/automotive and vehicles/vehicle brands,Apparel & Jewelry,2018-05-26,2018-06-26,3,false,Sweden
Crucial Compression,/health and fitness/disease/chronic pain,,2018-05-26,2018-06-05,1,false,
,,,2018-05-26,2018-05-26,2,false,
,,,2018-05-26,2018-05-26,0,false,
,,,2018-05-26,2018-08-16,0,false,
,,Software & Services,2018-05-26,2018-05-31,3,false,United States
Copper Branch,,Food & Beverage,2018-05-26,2018-05-26,3,false,
,,,2018-05-26,2018-06-08,1,false,
,,,2018-05-26,2018-05-26,2,false,
HUSKY,,Retailing,2018-05-26,2018-05-26,3,false,Canada
,,,2018-05-26,2018-05-26,0,false,
,,,2018-05-26,2018-05-26,2,false,
DISTRICT of CLOTHING,,Apparel & Jewelry,2018-05-26,2018-05-30,3,false,United States
Joopa,,Food & Beverage,2018-05-26,2018-05-26,1,false,
,,,2018-05-26,2018-05-26,2,false,
,,,2018-05-27,2018-05-27,0,false,
,,,2018-05-27,2018-06-27,2,false,
Copper Branch,,Food & Beverage,2018-05-27,2018-06-06,3,false,Canada
,,,2018-05-27,2018-05-30,2,false,
BenchBoss,,Software & Services,2018-05-27,2018-05-27,3,false,United States
,,,2018-05-27,2018-05-27,2,false,United States
Quantum,,,2018-05-27,2018-05-28,3,false,
,,,2018-05-27,2018-07-21,1,false,
,,,2018-05-27,2018-06-03,2,false,
,,,2018-05-27,2018-06-04,2,false,
Axis Games,/sports/running and jogging,Software & Services,2018-05-27,2018-05-27,1,false,United States
Beat Cancer Today,/style and fashion/clothing/hoodies,Apparel & Jewelry,2018-05-28,2018-10-30,3,false,United States
Navsar Engineering International,,Energy,2018-05-28,2018-05-28,2,false,Singapore
,,,2018-05-28,2018-05-28,2,false,
,,,2018-05-28,2018-05-28,0,false,
DailyBreath,,Software & Services,2018-05-28,2018-10-23,3,false,United States
,,,2018-05-28,2018-07-20,1,false,
BravoMob,,Technology Hardware & Equipment,2018-05-28,2018-09-18,3,false,Brazil
,,,2018-05-28,2018-05-28,2,false,
,,,2018-05-28,2018-05-28,2,false,
Foundarte,,Apparel & Jewelry,2018-05-28,2018-05-28,2,false,Portugal
Edge of Belgravia Ltd,,Consumer Durables,2018-05-28,2018-05-28,3,false,United Kingdom
Greenhaven Dental Lab,,Health & Medical,2018-05-28,2018-05-29,3,false,United States
CYCLEBAR Hendersonville,/art and entertainment/shows and events,Lifestyle Services,2018-05-28,2018-05-29,3,false,United States
,,,2018-05-28,2018-05-28,2,false,
,,,2018-05-29,2018-05-29,2,false,
,,,2018-05-29,2018-05-29,2,false,
CAUSE RUN,,,2018-05-29,2018-05-29,3,false,
The Pound Cake Company,/pets/dogs,Food & Beverage,2018-05-29,2019-04-24,3,false,United States
Urban Spa,,Personal Care,2018-05-29,2018-05-29,3,false,Canada
,,,2018-05-29,2018-05-29,1,false,
,,,2018-05-29,2018-05-29,2,false,
,,,2018-05-29,2018-05-29,0,false,
,,,2018-05-29,2018-05-29,0,false,
,,,2018-05-29,2018-05-29,2,false,
Castle Antiques Inc.,/style and fashion,Retailing,2018-05-29,2018-05-29,3,false,United States
Harmonic Evolution,,,2018-05-29,2018-05-29,2,false,
Ketamine Wellness Centers,/health and fitness,Health & Medical,2018-05-29,2018-07-26,3,false,United States
,,,2018-05-29,2018-05-30,2,false,
,,,2018-05-29,2018-06-15,2,false,
,,,2018-05-29,2018-05-29,2,false,
,,,2018-05-29,2018-05-29,2,false,
Triple Triumph Fitness,/sports/bodybuilding,Outdoors,2018-05-29,2019-01-29,3,false,
,,,2018-05-30,2018-05-30,3,false,
,,,2018-05-30,2018-05-30,1,false,
,,,2018-05-30,2018-05-30,1,false,
,,,2018-05-30,2018-05-30,2,false,
,,,2018-05-30,2018-05-30,1,false,
Venture Science,/finance/investing,Diversified Financials,2018-05-31,2018-05-31,3,false,
Varsity Monitor,,Software & Services,2018-05-31,2018-05-31,3,false,
Boundless Entertainment,,Marketing,2018-06-01,2018-06-01,3,false,United States
Gadiel India Sport Inc.,,Marketing,2018-06-01,2018-06-01,3,false,
,,,2018-06-01,2018-06-04,2,false,
Laver Tennis,,,2018-06-01,2018-07-31,1,false,United States
,,,2018-06-01,2018-06-01,1,false,
,,,2018-06-01,2018-06-01,2,false,
Grow uP eSports / GIRLGAMER,/art and entertainment/shows and events,Technology Hardware & Equipment,2018-06-02,2018-06-02,3,false,Macau
Harlow Hot Pilates & Yoga,,Health & Medical,2018-06-02,2018-06-02,1,false,Australia
,,,2018-06-03,2018-06-03,2,false,
,,,2018-06-03,2018-07-09,2,false,
,,,2018-06-03,2018-06-03,2,false,
,,,2018-06-03,2018-06-10,0,false,
,,,2018-06-03,2018-06-03,2,false,
Marqui Management,,Commercial  & Professional Services,2018-06-04,2018-07-03,3,false,United States
Futego,/sports/soccer,Apparel & Jewelry,2018-06-04,2018-06-04,3,false,United States
,,,2018-06-05,2018-06-05,1,false,
,,,2018-06-05,2018-06-05,2,false,
,,,2018-06-05,2018-06-05,2,false,
,,,2018-06-05,2018-06-05,0,false,
,,,2018-06-05,2018-06-13,2,false,
Linc and Cole,,,2018-06-05,2018-06-06,2,false,
,,,2018-06-06,2018-06-06,1,false,
,,,2018-06-06,2018-06-11,2,false,
,,,2018-06-06,2018-06-06,2,false,
,,,2018-06-06,2018-06-19,2,false,
,,,2018-06-06,2018-07-10,2,false,
,,,2018-06-06,2018-06-06,1,false,
,,,2018-06-06,2018-06-06,2,false,
,,,2018-06-07,2018-06-07,2,false,
,,,2018-06-08,2019-02-16,1,false,
,,,2018-06-08,2018-06-08,2,false,
,,,2018-06-08,2018-09-07,2,false,
,,,2018-06-08,2019-01-07,2,false,
All Volleyball,,Consumer Durables,2018-06-08,2018-06-19,1,false,United States
,,,2018-06-08,2018-06-19,2,false,
,,,2018-06-09,2019-05-01,2,false,
,,,2018-06-09,2018-06-09,2,false,
StatRoute,,Software & Services,2018-06-09,2019-01-04,3,false,United States
ChampTime Fitness,/art and entertainment/shows and events,Health & Medical,2018-06-09,2018-06-09,3,false,
,,,2018-06-09,2018-06-09,2,false,
Tyjuen,,,2018-06-09,2018-06-09,3,false,United States
,,,2018-06-10,2018-06-10,2,false,
,,,2018-06-10,2018-06-10,1,false,
,,,2018-06-10,2018-06-10,1,false,
BaileyCrush.com,/art and entertainment/shows and events,,2018-06-10,2018-06-10,3,false,United States
Absulate Brand Sulotion,,Marketing,2018-06-10,2018-06-13,1,false,India
Soumyadipya Roy,/art and entertainment/comics and animation,Art,2018-06-11,2018-06-12,3,false,India
,,,2018-06-11,2018-11-28,2,false,
LynQ,,Technology Hardware & Equipment,2018-06-11,2018-06-11,3,false,United States
Diamond MMA,/sports/martial arts,Apparel & Jewelry,2018-06-11,2018-06-11,3,false,United States
Vizzion,,Commercial  & Professional Services,2018-06-11,2018-06-20,3,false,United States
Fortis Lux Financial,,Diversified Financials,2018-06-12,2018-06-12,3,false,
,,,2018-06-12,2018-07-26,2,false,
,,,2018-06-12,2018-06-12,1,false,
,,,2018-06-12,2018-06-12,1,false,
,,,2018-06-12,2018-06-15,0,false,
Jntour&travel,,Transportation,2018-06-13,2018-06-14,3,false,Tanzania
Tour and Travel,,Transportation,2018-06-13,2018-06-13,3,false,
,,,2018-06-13,2018-06-13,2,false,
M&C Saatchi Sponsorship,,Consumer Services,2018-06-13,2018-06-13,3,false,Monaco
Oh My Balm,/food and drink,Personal Care,2018-06-13,2018-06-14,3,false,United States
Cristian Jay Cobb,,Transportation,2018-06-13,2018-06-13,1,false,United States
BlocSide Sports,/art and entertainment/shows and events/sports event,Technology Hardware & Equipment,2018-06-13,2018-06-13,3,false,
,,,2018-06-14,2018-06-14,2,false,
,,,2018-06-14,2018-06-14,2,false,
Venture PR,,,2018-06-14,2019-05-28,1,false,United States
,,,2018-06-15,2018-07-02,1,false,
K'AMOUR,,Apparel & Jewelry,2018-06-15,2019-04-04,3,false,United States
,,,2018-06-15,2018-06-15,2,false,
,,,2018-06-15,2018-06-15,1,false,
,,,2018-06-15,2018-06-15,2,false,
Kettlebell Kitchen,/food and drink/food,,2018-06-15,2019-03-12,1,false,United States
Kem Sports Management LLC,/sports,,2018-06-15,2018-06-19,1,false,United States
Greeb House CBD,/food and drink/desserts and baking,Health & Medical,2018-06-15,2018-06-15,3,false,United States
,,,2018-06-16,2018-11-09,2,false,
,,,2018-06-16,2018-06-17,1,false,
Wolfgang Expert Dog Training,/pets/dogs,Pets,2018-06-18,2019-05-01,3,false,United States
New York Life,,Insurance,2018-06-18,2018-06-18,3,false,United States
VIDI SPACE,/art and entertainment/movies and tv/movies,Software & Services,2018-06-18,2018-06-20,3,false,United States
,,,2018-06-19,2018-06-19,0,false,
Team CoDesign,,Software & Services,2018-06-19,2018-06-20,3,false,India
,,,2018-06-19,2018-06-19,1,false,
Momentous,,Food & Beverage,2018-06-19,2018-06-19,1,false,United States
DEAD HOPE NEWYORK,/family and parenting/children,Apparel & Jewelry,2018-06-19,2018-06-20,2,false,United States
,,,2018-06-19,2018-06-19,2,false,
,,,2018-06-20,2018-06-20,0,false,
,,,2018-06-20,2018-06-20,3,false,
,,,2018-06-20,2018-06-20,1,false,
,,,2018-06-20,2018-06-20,2,false,
,,,2018-06-20,2018-06-20,1,false,
kyeremeh,,,2018-06-20,2018-06-20,2,false,
,,,2018-06-21,2018-06-21,2,false,
Vitaly,/style and fashion/clothing,Apparel & Jewelry,2018-06-21,2018-12-03,2,false,Canada
FabFitFun,,,2018-06-21,2018-06-21,1,false,United States
,,,2018-06-21,2018-06-21,2,false,
,,,2018-06-22,2018-06-22,1,false,
,,,2018-06-22,2018-06-22,2,false,
under the roof progrm,,Commercial  & Professional Services,2018-06-22,2018-10-22,3,false,United States
Sh1p Gear,,,2018-06-24,2018-06-24,2,false,
,,,2018-06-25,2018-06-25,1,false,
,,,2018-06-25,2018-06-26,2,false,
,,,2018-06-25,2018-06-25,1,false,
Players Point,,Marketing,2018-06-25,2018-06-26,3,false,
Amazing Muscle,,Health & Medical,2018-06-25,2019-04-12,2,false,United States
,,,2018-06-25,2019-03-30,2,false,
,,,2018-06-25,2018-06-25,0,false,
SwimLabs Montgomery County,,Lifestyle Services,2018-06-25,2018-10-23,2,false,United States
,,,2018-06-25,2018-06-25,2,false,
,,,2018-06-25,2018-06-25,2,false,
,,,2018-06-26,2018-07-19,2,false,
AB Real Entertainment,,Lifestyle Services,2018-06-26,2018-06-26,3,false,Australia
FleetWit,/art and entertainment/shows and events,Consumer Services,2018-06-26,2019-01-03,3,false,United States
M3D,,Technology Hardware & Equipment,2018-06-26,2018-07-17,3,false,United States
A | W Mextroplex Skills Organization,,Commercial  & Professional Services,2018-06-26,2018-06-26,3,false,
,,,2018-06-26,2018-07-07,0,false,
,,,2018-06-27,2018-07-03,2,false,
Commerce Bank,,Diversified Financials,2018-06-27,2018-06-27,1,false,
,,,2018-06-27,2018-06-27,2,false,
Rapid Release Technology,/health and fitness/therapy,Health & Medical,2018-06-27,2019-01-31,1,false,United States
,,,2018-06-27,2018-09-30,1,false,
,,,2018-06-28,2018-06-28,1,false,
,,,2018-06-29,2018-06-29,1,false,
HEADSHARP,/education/homework and study tips,Lifestyle Services,2018-06-29,2018-06-29,2,false,United States
,,,2018-06-29,2018-07-17,1,false,
,,,2018-06-30,2018-07-05,1,false,
,,,2018-06-30,2018-07-02,1,false,
RetasFutbol,,Marketing,2018-06-30,2018-07-20,3,false,Mexico
Dave,,,2018-06-30,2018-06-30,2,false,
Wake women's basketball,,Sport & Fitness Centers,2018-07-01,2018-07-01,3,false,United States
Saint Car Products,,Automobiles,2018-07-01,2018-07-01,3,false,
Best Sports C,/sports/go kart,Apparel & Jewelry,2018-07-01,2018-07-01,3,false,United States
,,,2018-07-01,2018-07-01,1,false,
Lasheafit,/style and fashion/beauty,,2018-07-02,2018-07-02,3,false,
Stokes,,Retailing,2018-07-02,2018-07-02,3,false,United States
,,,2018-07-02,2018-07-02,1,false,
,,,2018-07-03,2018-07-04,2,false,
Success Aviation Services,,Commercial  & Professional Services,2018-07-03,2018-07-03,2,false,United Arab Emirates
Equinox Gold Collection for Men,/style and fashion/jewelry,Apparel & Jewelry,2018-07-03,2018-07-03,3,false,United States
,,,2018-07-03,2018-07-03,1,false,
,,,2018-07-04,2018-07-09,1,false,
,,,2018-07-04,2018-07-04,2,false,
Longitude Private Jet Holidays Limited,,,2018-07-04,2018-07-08,1,false,United Kingdom
,,,2018-07-05,2018-07-16,1,false,
Green Bellies,/food and drink/vegetarian,Food & Beverage,2018-07-05,2018-10-18,1,false,United States
,,,2018-07-06,2018-07-11,1,false,
,,,2018-07-06,2018-07-06,0,false,
,,,2018-07-07,2018-07-07,1,false,
,,,2018-07-07,2018-07-07,2,false,
FluxCredit™,/business and industrial/company/bankruptcy,Consumer Services,2018-07-07,2018-11-09,1,false,United States
,,,2018-07-07,2018-07-12,2,false,
Music Files Inc.,,,2018-07-07,2018-07-07,2,false,United States
,,,2018-07-08,2018-07-08,2,false,
,,,2018-07-08,2018-07-08,2,false,
,,,2018-07-08,2018-07-08,2,false,
,,,2018-07-08,2018-07-08,1,false,
,,,2018-07-08,2018-07-08,2,false,
,,,2018-07-08,2018-10-04,2,false,
,,,2018-07-09,2018-07-09,2,false,
,,,2018-07-10,2018-07-10,2,false,
DanEX,,Apparel & Jewelry,2018-07-10,2018-07-14,2,false,
,,,2018-07-10,2018-07-10,2,false,
,,,2018-07-11,2018-09-29,2,false,
,,,2018-07-11,2018-07-11,2,false,
,,,2018-07-11,2018-07-11,2,false,
Woojer,/art and entertainment/shows and events,Consumer Durables,2018-07-12,2018-12-17,3,false,United States
The O'Rothlain Foundation,,Lifestyle Services,2018-07-13,2018-07-13,3,false,United States
Udayraut,,Health & Medical,2018-07-13,2018-07-13,3,false,India
,,,2018-07-13,2018-07-13,1,false,
,,,2018-07-13,2018-07-13,1,false,
Vital Participant,,Commercial  & Professional Services,2018-07-13,2018-07-14,3,false,Australia
Sundaze Sunglasses,/business and industrial/business operations/business plans,,2018-07-14,2018-07-19,2,false,United States
,,,2018-07-14,2018-10-24,2,false,
ShopUniSlimez,,Art,2018-07-14,2018-07-14,3,false,United States
Basti Khabar,,,2018-07-16,2018-07-23,3,false,India
Vahdam Teas Global Inc,,Food & Beverage,2018-07-16,2018-08-06,3,false,
socialaiore,/style and fashion,Lifestyle Services,2018-07-16,2018-07-16,3,false,India
,,,2018-07-16,2019-07-05,2,false,
,,,2018-07-16,2018-07-16,0,false,
,,,2018-07-16,2018-07-17,0,false,
,,,2018-07-17,2018-07-17,0,false,
,,,2018-07-17,2018-07-17,1,false,
,,,2018-07-17,2018-07-17,2,false,
,,,2018-07-17,2018-08-01,2,false,
Anydayrose.com,,Food & Beverage,2018-07-17,2019-02-19,1,false,United States
,,,2018-07-18,2018-07-18,2,false,
,,,2018-07-18,2018-07-18,2,false,
,,,2018-07-18,2018-08-16,2,false,
Innovate4Right,/finance/investing,Commercial  & Professional Services,2018-07-19,2018-08-09,3,false,Switzerland
VESICA,/travel/traveling with kids,,2018-07-19,2018-07-19,3,false,United States
Nightfood,/food and drink/desserts and baking,Food & Beverage,2018-07-19,2019-02-15,1,false,United States
,,,2018-07-19,2018-07-19,2,false,
,,,2018-07-19,2018-07-19,1,false,
Zero Hour Detox,,Health & Medical,2018-07-19,2019-02-04,2,false,United States
American Fun,/travel/business travel,Transportation,2018-07-20,2018-08-12,3,false,United States
,,,2018-07-20,2018-07-20,1,false,
Hong Kong Tourist Pass,/travel/business travel,Transportation,2018-07-20,2018-07-20,3,false,Hong Kong
PepPod,/food and drink,Food & Beverage,2018-07-20,2018-08-01,2,false,United States
,,,2018-07-21,2018-12-04,1,false,
Ikatan pelajar indonesia,,Personal Care,2018-07-21,2018-07-21,2,false,Indonesia
,,,2018-07-22,2018-07-22,1,false,
Burbank Fitness Club,/art and entertainment/shows and events,Lifestyle Services,2018-07-22,2018-07-22,3,false,United States
Beard Organics LLC.,/art and entertainment/shows and events,Personal Care,2018-07-22,2019-04-03,3,false,United States
,,,2018-07-23,2018-07-23,2,false,
Taste of Tennis,,Food & Beverage,2018-07-23,2018-07-23,3,false,
,,,2018-07-23,2018-07-23,2,false,
The_Omega_Cow,,,2018-07-23,2018-07-23,1,false,
,,,2018-07-23,2019-02-12,0,false,
,,,2018-07-23,2018-07-23,2,false,
X-Doria International,,Consumer Durables,2018-07-24,2019-01-04,3,false,United States
Cleer Inc.,,,2018-07-24,2018-08-04,1,false,United States
,,,2018-07-24,2018-07-24,2,false,
,,,2018-07-24,2018-07-24,2,false,
,,,2018-07-24,2018-07-24,2,false,
,,,2018-07-24,2018-08-06,2,false,
,,,2018-07-25,2018-07-25,2,false,
,,,2018-07-25,2018-09-22,1,false,
Just Love Coffee,/food and drink,Food & Beverage,2018-07-25,2018-07-25,3,false,United States
JetSmarter.com,,Transportation,2018-07-25,2018-07-25,1,false,United States
,,,2018-07-25,2018-07-25,2,false,
,,,2018-07-25,2018-07-25,0,false,
,,,2018-07-26,2018-09-28,2,false,
,,,2018-07-26,2018-07-26,2,false,
,,,2018-07-26,2018-09-04,2,false,
,,,2018-07-27,2018-07-30,1,false,
First,,,2018-07-27,2018-07-27,1,false,
super star,,Art,2018-07-27,2018-07-27,3,false,India
Natural Light,/art and entertainment/shows and events,Food & Beverage,2018-07-27,2018-07-27,1,false,United States
,,,2018-07-27,2018-07-27,0,false,
Gixo,,Health & Medical,2018-07-27,2018-07-27,2,false,United States
,,,2018-07-27,2018-07-27,0,false,
,,,2018-07-27,2018-07-27,2,false,
,,,2018-07-28,2018-08-04,1,false,
The Birdees Family,,,2018-07-28,2018-07-28,1,false,
,,,2018-07-29,2018-07-29,1,false,
Sudio,,Consumer Durables,2018-07-30,2018-08-01,3,false,Sweden
Great Bay Community College,,Consumer Services,2018-07-30,2018-11-07,3,false,United States
henry angelo nyamya,,Lifestyle Services,2018-07-30,2018-09-16,3,false,Argentina
TREBLAB,/food and drink,Technology Hardware & Equipment,2018-07-30,2018-09-04,3,false,United States
,,,2018-07-30,2018-10-09,2,false,
,,,2018-07-30,2018-07-30,2,false,
WeAre1,/sports/go kart,Lifestyle Services,2018-07-30,2018-07-31,3,false,United States
Landmarker,,Art,2018-07-31,2018-07-31,2,false,United Kingdom
,,,2018-07-31,2018-07-31,2,false,
,,,2018-07-31,2018-07-31,2,false,
,,,2018-07-31,2018-07-31,2,false,
39DollarGlasses,/health and fitness,Personal Care,2018-07-31,2019-07-12,3,false,United States
,,,2018-07-31,2018-08-14,2,false,
,,,2018-07-31,2018-07-31,2,false,
,,,2018-07-31,2019-03-16,0,false,
LFLS Shoes,/style and fashion/footwear/shoes,Apparel & Jewelry,2018-07-31,2018-08-30,1,false,United States
,,,2018-07-31,2019-02-21,1,false,
Dustin Wall,,,2018-07-31,2018-07-31,2,false,United States
,,,2018-08-01,2018-08-01,3,false,
,,,2018-08-01,2018-08-01,2,false,
,,,2018-08-02,2018-08-02,2,false,
M,,,2018-08-03,2018-08-09,2,false,
,,,2018-08-03,2018-08-03,1,false,
,,,2018-08-03,2018-08-03,2,false,
,/society/dating,Apparel & Jewelry,2018-08-03,2018-08-24,2,false,
Renaissance Periodization,/food and drink,,2018-08-03,2018-08-21,1,false,United States
,,,2018-08-03,2018-08-03,2,false,
Her Mobile,,Telecommunication Services,2018-08-03,2018-08-03,3,false,
,,,2018-08-04,2018-08-04,1,false,
Emily Morgan Hotel -a DoubleTree by Hilton,,Food & Beverage,2018-08-04,2018-08-04,3,false,United States
Renegade Wakeskates,,Outdoors,2018-08-05,2018-08-05,2,false,United States
,,,2018-08-06,2018-08-06,1,false,
,,,2018-08-06,2018-08-06,0,false,
NutriChef NYC,/food and drink/food,,2018-08-06,2019-02-08,2,false,United States
musicthis1,,Commercial  & Professional Services,2018-08-06,2018-08-06,3,false,United States
Sparta Labs,,Software & Services,2018-08-06,2018-10-17,3,false,Brazil
Fernanda Telles da Silva,,Marketing,2018-08-06,2018-08-06,3,false,Mexico
Stryve Biltong,/food and drink/food,Food & Beverage,2018-08-06,2019-02-20,3,false,United States
,,,2018-08-07,2018-08-07,2,false,
,,,2018-08-07,2018-08-07,1,false,
,,,2018-08-07,2018-08-07,2,false,
,,,2018-08-08,2018-08-08,2,false,
,,,2018-08-08,2018-08-08,2,false,
Rivals Media Corp,,Software & Services,2018-08-08,2018-08-08,1,false,
,,,2018-08-08,2018-08-08,0,false,
Penelope Sandiford,/art and entertainment/music/singing,Personal Care,2018-08-09,2018-08-09,3,false,
,,,2018-08-09,2018-08-09,2,false,
,,,2018-08-09,2018-09-06,1,false,
Be Phenomenal Wellness Company,/health and fitness,Health & Medical,2018-08-09,2018-08-09,3,false,
TOCA,,,2018-08-09,2018-08-09,2,false,
Thu Fit,/art and entertainment/shows and events,Health & Medical,2018-08-09,2018-11-12,3,false,United States
,,,2018-08-09,2018-08-09,2,false,
,,,2018-08-10,2018-08-10,1,false,
,,,2018-08-10,2018-08-10,2,false,
,,,2018-08-10,2019-04-10,1,false,
Prims Carmel General Store,/automotive and vehicles/cars/hybrid,Retailing,2018-08-10,2018-08-10,3,false,United States
,,,2018-08-10,2019-05-26,2,false,
PlayMakar,/sports/bodybuilding,Health & Medical,2018-08-11,2019-05-03,1,false,United States
,,,2018-08-11,2018-08-11,2,false,
,,,2018-08-12,2018-08-12,2,false,
,,,2018-08-12,2018-08-22,2,false,
,,,2018-08-12,2018-08-12,2,false,
,,,2018-08-13,2018-08-13,1,false,
,,,2018-08-14,2018-08-15,2,false,
Hammarsdale Victim Friendly Centre,,,2018-08-14,2018-08-28,2,false,South Africa
,,,2018-08-14,2018-08-15,2,false,
,,,2018-08-15,2018-08-15,1,false,
,,,2018-08-15,2018-08-15,0,false,
,,,2018-08-15,2018-08-15,2,false,
,,,2018-08-15,2018-08-15,0,false,
,,,2018-08-15,2018-08-15,0,false,
,,,2018-08-15,2018-08-15,2,false,
,,,2018-08-15,2018-08-15,0,false,
Tunity,/art and entertainment/movies and tv/television,Software & Services,2018-08-15,2018-12-04,3,false,United States
,,,2018-08-15,2018-08-17,0,false,
,,,2018-08-16,2018-08-16,2,false,
,,,2018-08-16,2018-08-16,0,false,
,,,2018-08-16,2018-08-16,1,false,
,,,2018-08-16,2018-08-17,1,false,
FloWater,/food and drink,Food & Beverage,2018-08-16,2018-08-28,3,false,
Ballislife,/sports/basketball,,2018-08-16,2018-08-17,1,false,United States
,,,2018-08-16,2018-08-16,2,false,
,,Health & Medical,2018-08-17,2018-08-17,3,false,
,,,2018-08-17,2018-08-21,1,false,
,,,2018-08-17,2018-08-17,2,false,
Dazzling Foundation,,,2018-08-18,2018-08-20,3,false,India
,,,2018-08-18,2018-08-18,2,false,
,,,2018-08-19,2018-08-19,1,false,
,,,2018-08-19,2018-08-19,2,false,
Santiago Bernard,,,2018-08-19,2018-08-20,2,false,
SPONSOR.ME,/sports/olympics,,2018-08-20,2018-08-23,3,false,Norway
,,,2018-08-20,2018-08-20,2,false,
,,,2018-08-20,2018-08-20,2,false,
Adidas,,Banks,2018-08-20,2018-08-20,3,false,
Tropical Bros,/art and entertainment/shows and events,Apparel & Jewelry,2018-08-20,2018-11-01,3,false,United States
,,,2018-08-21,2018-08-21,2,false,
,,,2018-08-21,2018-08-21,1,false,
nutpods,/food and drink/food,Food & Beverage,2018-08-21,2019-04-30,1,false,United States
,,,2018-08-21,2018-08-21,1,false,
,,,2018-08-21,2018-08-21,1,false,
ARES,/sports/go kart,,2018-08-22,2018-08-23,1,false,United Kingdom
,,,2018-08-22,2018-08-24,1,false,
Atomic Strength Nutrition,,Health & Medical,2018-08-22,2018-09-27,1,false,United States
,,,2018-08-22,2018-08-24,2,false,
YouTube,,Technology Hardware & Equipment,2018-08-22,2018-08-22,3,false,United States
,,,2018-08-22,2018-10-05,2,false,
,,,2018-08-22,2018-09-03,1,false,
,,,2018-08-23,2018-08-23,2,false,
JUMPER Threads,/sports/parachuting,Apparel & Jewelry,2018-08-23,2019-04-11,3,false,United States
ZOOM Media,,Marketing,2018-08-23,2018-08-23,2,false,United States
Mega Sports,,Outdoors,2018-08-23,2018-08-23,3,false,Macedonia (FYROM)
,,,2018-08-23,2018-08-23,2,false,
,,,2018-08-23,2019-07-30,1,false,
